model_name,unit_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1438,15,9,6,15,298.0,-815.0,1853,34,26,1.081,7579,291.5,126.3,0.0,0.53,14,8,2,5,-934.0,-2018.0,-579,21,24,0.973,7069,294.5,157.1,0.0,0.16,8,6,4,1,-1848.0,-889.0,-2089,16,16,0.886,6131,383.2,191.6,0.0,0.01,10,12,15,11,-167.0,2378.0,650,23,9,1.046,4697,521.9,146.8,0.0,0.0,10,12,9,11,4.0,463.0,550,24,23,1.029,6346,275.9,135.0,0.0,0.45,16,12,12,14,-896.0,534.0,1178,34,34,1.045,8748,257.3,128.6,0.0,0.6799999999999999,5,4,6,3,-2696.0,-2137.0,-1265,18,10,0.925,5618,561.8,200.6,0.0,0.0,14,7,9,16,-1553.0,-1280.0,621,30,13,1.033,6345,488.1,147.6,0.0,0.04,6,2,8,2,-2796.0,-1080.0,-1493,5,5,0.818,2739,547.8,273.9,0.0,0.0,9,5,12,4,-1239.0,63.0,-408,10,4,0.947,2589,647.2,184.9,0.0,0.0,14,8,8,16,261.0,-151.0,821,26,25,1.04,6890,275.6,135.1,0.0,0.46,7,6,3,13,393.0,-1094.0,-350,9,5,0.955,2594,518.8,185.3,0.0,0.0,15,5,2,2,-236.0,-1366.0,-622,31,18,0.975,8445,469.2,172.3,0.0,0.0,16,12,7,12,1478.0,-680.0,-122,27,14,0.994,6724,480.3,164.0,0.0,0.01,11,6,8,6,278.0,534.0,-622,11,11,0.947,3890,353.6,176.8,0.0,0.0,14,13,12,9,1435.0,2109.0,64,25,25,1.003,7663,306.5,153.3,0.0,0.15,11,15,13,13,2449.0,1066.0,1092,27,25,1.053,6883,275.3,132.4,0.0,0.5,15,13,15,14,892.0,1066.0,953,36,22,1.039,8151,370.5,140.5,0.0,0.11,11,8,7,2,-726.0,-1209.0,-979,10,15,0.919,4051,270.1,162.0,0.0,0.0,8,5,11,12,-1922.0,305.0,1092,33,28,1.046,7922,282.9,129.9,0.0,0.52
ハッピージャグラーVIII,1439,6,7,4,13,101.0,-1851.0,407,21,14,1.029,4745,338.9,135.6,0.0,0.0,15,7,4,1,-1242.0,-1155.0,-1450,19,23,0.934,7313,318.0,174.1,0.0,0.05,3,9,8,4,-885.0,-498.0,-808,12,11,0.936,4196,381.5,182.4,0.0,0.0,13,14,14,13,3319.0,2131.0,1103,28,27,1.051,7184,266.1,130.6,0.0,0.5700000000000001,1,15,11,7,2080.0,849.0,-793,4,1,0.828,1538,1538.0,307.6,0.0,0.0,14,14,14,15,2394.0,706.0,1821,35,30,1.073,8288,276.3,127.5,0.0,0.6000000000000001,14,12,5,8,1465.0,-2208.0,-179,30,27,0.993,8301,307.4,145.6,0.0,0.2,2,15,14,4,1094.0,1367.0,-936,3,1,0.798,1543,1543.0,385.8,0.0,0.0,4,16,15,4,2337.0,2167.0,-1093,4,2,0.787,1713,856.5,285.5,0.0,0.0,16,15,15,16,3359.0,2781.0,3396,44,31,1.126,8955,288.9,119.4,0.0,0.69,13,11,10,9,1555.0,277.0,-136,25,16,0.993,6162,385.1,150.3,0.0,0.08,13,7,10,10,569.0,-137.0,-479,16,8,0.963,4279,534.9,178.3,0.0,0.0,2,6,10,9,755.0,649.0,892,27,17,1.05,5929,348.8,134.8,0.0,0.22999999999999998,1,10,8,8,841.0,-314.0,-550,2,1,0.812,977,977.0,325.7,0.0,0.0,14,7,12,13,426.0,1828.0,307,18,21,1.02,5050,240.5,129.5,0.0,0.63,8,8,9,8,19.0,399.0,-71,19,16,0.995,5169,323.1,147.7,0.0,0.2,10,6,9,14,-975.0,177.0,1592,31,12,1.092,5774,481.2,134.3,0.0,0.09,3,3,6,2,-2638.0,-437.0,-1122,6,4,0.841,2355,588.8,235.5,0.0,0.0,13,7,9,9,-1081.0,-280.0,-293,15,13,0.979,4605,354.2,164.5,0.0,0.0,13,11,10,11,647.0,-87.0,978,34,28,1.039,8389,299.6,135.3,0.0,0.36
ハッピージャグラーVIII,1440,2,15,10,3,4679.0,291.0,-1008,6,2,0.844,2159,1079.5,269.9,0.0,0.0,16,16,16,16,5365.0,4417.0,1121,30,33,1.044,8520,258.2,135.2,0.0,0.5700000000000001,7,15,13,8,3279.0,1560.0,178,21,13,1.011,5498,422.9,161.7,0.0,0.04,16,16,16,16,4890.0,6627.0,3118,38,39,1.121,8591,220.3,111.6,0.0,0.9500000000000001,7,14,12,1,1393.0,1270.0,-1736,10,14,0.874,4583,327.4,191.0,0.0,0.0,15,13,16,16,1693.0,2684.0,5245,47,32,1.21,8317,259.9,105.3,0.0,0.9299999999999999,2,3,1,1,-3552.0,-3526.0,-2239,4,5,0.749,2978,595.6,330.9,0.0,0.0,8,8,13,13,-978.0,502.0,-322,13,6,0.968,3405,567.5,179.2,0.0,0.0,13,12,12,6,694.0,445.0,-965,16,9,0.929,4535,503.9,181.4,0.0,0.0,15,12,11,13,1823.0,-26.0,1789,33,32,1.069,8588,268.4,132.1,0.0,0.56,2,10,2,8,755.0,-1815.0,-379,4,0,0.903,1298,0.0,324.5,0.0,0.0,16,11,2,1,1955.0,-1101.0,-1436,13,22,0.913,5482,249.2,156.6,0.0,0.33999999999999997,7,13,12,6,3069.0,1685.0,0,28,22,1.0,7360,334.5,147.2,0.0,0.14,11,15,15,14,3476.0,1849.0,335,21,10,1.023,4878,487.8,157.4,0.0,0.0,10,15,13,15,2948.0,2235.0,1350,17,11,1.126,3566,324.2,127.4,0.0,0.0,10,12,10,11,1048.0,1706.0,164,22,17,1.009,6400,376.5,164.1,0.0,0.04,14,7,14,12,-338.0,1220.0,721,29,30,1.033,7279,242.6,123.4,0.0,0.77,7,7,12,13,-1167.0,906.0,821,20,10,1.066,4140,414.0,138.0,0.0,0.0,1,5,10,8,-2045.0,-108.0,-322,6,3,0.932,1580,526.7,175.6,0.0,0.0,9,3,8,10,-2859.0,-336.0,407,31,27,1.017,7995,296.1,137.8,0.0,0.33999999999999997
ハッピージャグラーVIII,1441,9,12,5,6,565.0,-994.0,-379,16,15,0.975,5026,335.1,162.1,0.0,0.11,2,13,6,6,379.0,-723.0,-465,3,1,0.853,1054,1054.0,263.5,0.0,0.0,11,12,3,6,-6.0,-1437.0,-150,23,20,0.992,6592,329.6,153.3,0.0,0.12,3,15,4,8,3390.0,-1537.0,-108,10,5,0.985,2435,487.0,162.3,0.0,0.0,5,16,13,4,4105.0,1667.0,-1179,6,10,0.863,2871,287.1,179.4,0.0,0.0,3,16,15,10,4805.0,2281.0,-250,3,1,0.898,820,820.0,205.0,0.0,0.0,16,16,15,16,4447.0,1681.0,3096,44,25,1.122,8439,337.6,122.3,0.0,0.45,4,12,15,10,72.0,1831.0,-565,8,6,0.926,2528,421.3,180.6,0.0,0.0,2,10,16,10,-542.0,3003.0,-850,3,1,0.793,1368,1368.0,342.0,0.0,0.0,13,9,16,15,208.0,3374.0,3246,38,24,1.159,6801,283.4,109.7,0.0,0.8,16,1,6,14,-3188.0,-480.0,607,32,21,1.026,7699,366.6,145.3,0.0,0.09000000000000001,14,1,1,10,-3274.0,-2366.0,-479,14,12,0.963,4317,359.8,166.0,0.0,0.0,6,1,1,3,-3445.0,-3066.0,-608,25,17,0.972,7237,425.7,172.3,0.0,0.01,8,2,1,2,-4755.0,-2558.0,-1279,10,8,0.878,3500,437.5,194.4,0.0,0.0,3,2,3,2,-4055.0,-1429.0,-1179,0,3,0.685,1246,415.3,415.3,0.0,0.0,4,2,7,7,-2415.0,271.0,-100,12,6,0.99,3197,532.8,177.6,0.0,0.0,5,2,7,7,-2951.0,-279.0,-150,10,6,0.981,2588,431.3,161.8,0.0,0.0,12,2,2,12,-3094.0,-2047.0,521,26,21,1.027,6527,310.8,138.9,0.0,0.28,8,4,1,4,-2083.0,-3147.0,-650,11,4,0.932,3202,800.5,213.5,0.0,0.0,2,6,4,1,-1533.0,-2036.0,-1918,9,11,0.857,4456,405.1,222.8,0.0,0.0
ハッピージャグラーVIII,1442,12,6,14,12,-449.0,1824.0,192,25,17,1.011,6020,354.1,143.3,0.0,0.15000000000000002,6,6,8,13,-1320.0,-176.0,-179,7,4,0.966,1777,444.2,161.5,0.0,0.0,15,7,11,15,-1491.0,1110.0,1811,40,26,1.072,8388,322.6,127.1,0.0,0.4,1,10,3,1,-356.0,-1594.0,-1808,0,3,0.66,1774,591.3,591.3,0.0,0.0,11,11,7,13,-156.0,-465.0,1107,30,14,1.058,6379,455.6,145.0,0.0,0.05,2,11,3,2,-1028.0,-2251.0,-893,0,0,0.634,813,0.0,0.0,0.0,0.0,1,13,7,6,1815.0,-1708.0,-679,9,4,0.91,2517,629.2,193.6,0.0,0.0,1,16,16,7,2101.0,1917.0,-679,4,2,0.846,1470,735.0,245.0,0.0,0.0,10,15,13,14,1844.0,988.0,-350,15,9,0.971,3985,442.8,166.0,0.0,0.0,14,16,14,14,7255.0,1573.0,2946,35,27,1.135,7289,270.0,117.6,0.0,0.75,12,16,12,2,3730.0,577.0,-1608,15,16,0.901,5429,339.3,175.1,0.0,0.06,11,16,14,16,5202.0,1792.0,235,13,5,1.028,2801,560.2,155.6,0.0,0.0,4,16,9,11,4910.0,621.0,1950,34,25,1.091,7131,285.2,120.9,0.0,0.64,2,16,16,9,4181.0,3732.0,-393,6,3,0.926,1771,590.3,196.8,0.0,0.0,5,16,15,4,5781.0,3546.0,-936,5,4,0.843,1983,495.8,220.3,0.0,0.0,15,16,16,16,6660.0,4346.0,5061,49,32,1.206,8193,256.0,101.1,0.0,0.95,4,11,4,6,663.0,-772.0,-579,7,8,0.922,2470,308.8,164.7,0.0,0.0,4,14,13,9,1092.0,1028.0,-136,15,8,0.988,3924,490.5,170.6,0.0,0.0,5,11,14,11,620.0,2371.0,-57,9,3,0.991,2159,719.7,179.9,0.0,0.0,11,12,16,13,1055.0,2371.0,1221,33,36,1.049,8255,229.3,119.6,0.0,0.8700000000000001
ハッピージャグラーVIII,1443,4,4,9,7,-995.0,92.0,-165,14,10,0.984,3526,352.6,146.9,0.0,0.0,10,4,9,10,-1566.0,157.0,-293,8,7,0.959,2374,339.1,158.3,0.0,0.0,6,3,10,10,-2395.0,585.0,550,22,6,1.04,4611,768.5,164.7,0.0,0.0,12,4,9,9,-2210.0,35.0,-100,21,18,0.994,5687,315.9,145.8,0.0,0.21000000000000002,8,6,5,10,-2775.0,-987.0,135,19,16,1.009,5271,329.4,150.6,0.0,0.16,12,4,4,13,-4175.0,-1858.0,0,19,13,1.0,4844,372.6,151.4,0.0,0.0,8,8,3,4,-2043.0,-2980.0,-1122,20,15,0.938,6008,400.5,171.7,0.0,0.03,11,4,10,6,-2171.0,-1123.0,-736,16,13,0.95,4953,381.0,170.8,0.0,0.0,14,5,9,3,-2343.0,-1052.0,-1122,15,16,0.924,4905,306.6,158.2,0.0,0.0,7,11,7,12,1318.0,-1195.0,735,13,8,1.103,2371,296.4,112.9,0.0,0.0,11,6,9,7,-10.0,202.0,-665,15,11,0.951,4535,412.3,174.4,0.0,0.0,2,13,7,2,2401.0,-383.0,-1265,0,3,0.699,1402,467.3,467.3,0.0,0.0,8,15,5,12,3201.0,-26.0,2132,35,24,1.095,7461,310.9,126.5,0.0,0.46,3,7,10,3,333.0,381.0,-1250,4,6,0.816,2264,377.3,226.4,0.0,0.0,2,12,10,5,1775.0,1038.0,-908,1,0,0.715,1063,0.0,1063.0,0.0,0.0,12,15,15,15,1947.0,3692.0,2539,36,25,1.118,7159,286.4,117.4,0.0,0.7,9,10,11,5,158.0,688.0,-593,13,15,0.955,4426,295.1,158.1,0.0,0.0,11,9,9,15,-557.0,545.0,1746,29,14,1.106,5473,390.9,127.3,0.0,0.24,6,3,8,7,-2739.0,-1009.0,-465,9,7,0.945,2835,405.0,177.2,0.0,0.0,3,4,6,5,-2553.0,-1280.0,-736,18,15,0.955,5452,363.5,165.2,0.0,0.07
ハッピージャグラーVIII,1444,1,2,3,5,-4124.0,-2008.0,-593,2,3,0.837,1212,404.0,242.4,0.0,0.0,9,2,1,2,-4081.0,-2680.0,-936,5,5,0.868,2372,474.4,237.2,0.0,0.0,4,2,1,5,-3724.0,-2380.0,-479,16,8,0.962,4199,524.9,175.0,0.0,0.0,6,1,2,2,-3653.0,-2537.0,-1265,9,5,0.861,3037,607.4,216.9,0.0,0.0,3,5,6,8,-3296.0,-851.0,-636,8,3,0.915,2496,832.0,226.9,0.0,0.0,1,5,8,4,-3753.0,-765.0,-636,1,0,0.693,690,0.0,690.0,0.0,0.0,6,2,13,12,-3982.0,-708.0,421,26,11,1.024,5903,536.6,159.5,0.0,0.01,6,5,7,11,-2121.0,-1537.0,-550,9,9,0.943,3224,358.2,179.1,0.0,0.0,1,4,4,13,-2607.0,-1895.0,-579,3,2,0.832,1146,573.0,229.2,0.0,0.0,4,3,3,4,-2207.0,-2409.0,-408,7,3,0.927,1855,618.3,185.5,0.0,0.0,4,2,1,5,-2735.0,-2866.0,-908,5,4,0.85,2022,505.5,224.7,0.0,0.0,3,4,11,3,-1992.0,324.0,-1093,2,2,0.76,1516,758.0,379.0,0.0,0.0,1,4,7,1,-349.0,381.0,-865,20,16,0.951,5921,370.1,164.5,0.0,0.05,13,9,13,16,751.0,1067.0,2282,29,23,1.13,5838,253.8,112.3,0.0,0.8,8,4,1,3,-1996.0,-2151.0,-1036,8,9,0.886,3031,336.8,178.3,0.0,0.0,2,5,3,6,-960.0,-1280.0,-179,7,2,0.966,1769,884.5,196.6,0.0,0.0,3,3,6,2,-1546.0,-551.0,-936,3,4,0.815,1687,421.8,241.0,0.0,0.0,16,8,10,8,-681.0,620.0,-165,34,23,0.994,8620,374.8,151.2,0.0,0.05,7,6,11,15,-1138.0,320.0,550,15,2,1.064,2845,1422.5,167.4,0.0,0.0,4,2,9,7,-3038.0,-230.0,235,23,18,1.013,5998,333.2,146.3,0.0,0.16
ハッピージャグラーVIII,1445,13,1,1,4,-5427.0,-3682.0,-950,25,16,0.956,7215,450.9,176.0,0.0,0.01,12,1,3,3,-5056.0,-1711.0,-750,11,11,0.935,3838,348.9,174.5,0.0,0.0,1,1,2,2,-5014.0,-1983.0,-1982,6,7,0.794,3209,458.4,246.8,0.0,0.0,15,3,8,12,-3182.0,-437.0,1021,32,22,1.046,7466,339.4,138.3,0.0,0.19,13,1,1,5,-4203.0,-2766.0,-1022,20,23,0.95,6867,298.6,159.7,0.0,0.14,11,6,1,8,-3746.0,-2323.0,-436,16,13,0.968,4584,352.6,158.1,0.0,0.0,3,6,4,2,-2164.0,-2595.0,-1308,12,2,0.878,3585,1792.5,256.1,0.0,0.0,10,6,8,8,-1721.0,-1437.0,-579,13,13,0.957,4523,347.9,174.0,0.0,0.0,3,8,10,11,-864.0,-858.0,-708,5,1,0.845,1518,1518.0,253.0,0.0,0.0,6,7,10,8,-506.0,-715.0,-150,9,6,0.979,2337,389.5,155.8,0.0,0.0,6,5,13,12,-1392.0,581.0,0,13,7,1.0,3178,454.0,158.9,0.0,0.0,15,3,9,7,-2185.0,-284.0,-565,15,13,0.957,4391,337.8,156.8,0.0,0.0,9,2,8,10,-2499.0,559.0,1146,30,25,1.051,7505,300.2,136.5,0.0,0.33999999999999997,5,8,5,4,540.0,-937.0,-865,7,5,0.891,2655,531.0,221.2,0.0,0.0,7,9,5,12,512.0,-1108.0,278,9,4,1.044,2116,529.0,162.8,0.0,0.0,3,6,1,5,-845.0,-2179.0,-350,12,7,0.963,3195,456.4,168.2,0.0,0.0,6,4,1,1,-1474.0,-2708.0,-1036,8,10,0.895,3283,328.3,182.4,0.0,0.0,9,5,16,4,-1863.0,2513.0,-793,17,7,0.941,4453,636.1,185.5,0.0,0.0,4,10,15,3,122.0,2413.0,-879,5,1,0.839,1819,1819.0,303.2,0.0,0.0,10,9,15,16,-164.0,2213.0,4185,42,34,1.172,8129,239.1,107.0,0.0,0.93
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1521,17,3,3,14,-2831.0,-2051.0,850,33,22,1.038,7383,335.6,134.2,6.22,0.05,14,4,2,4,-2946.0,-3137.0,-965,15,18,0.939,5255,291.9,159.2,6.01,0.16,9,9,6,2,-663.0,-1037.0,-1936,20,20,0.909,7113,355.6,177.8,6.1,0.01,15,12,12,8,1823.0,856.0,-236,31,14,0.989,7329,523.5,162.9,6.16,0.0,6,9,10,13,1209.0,-544.0,1135,27,11,1.076,4969,451.7,130.8,6.44,0.0,16,7,11,14,-880.0,-944.0,-43,30,25,0.998,7387,295.5,134.3,6.53,0.02,6,7,11,5,-1716.0,417.0,-1636,16,15,0.9,5427,361.8,175.1,6.38,0.01,12,13,14,15,2416.0,2603.0,735,28,15,1.041,6042,402.8,140.5,6.15,0.04,17,9,11,15,1652.0,1018.0,1318,38,17,1.059,7410,435.9,134.7,6.36,0.0,13,5,4,14,-988.0,-1254.0,550,29,12,1.028,6494,541.2,158.4,5.86,0.03,12,7,1,2,-646.0,-2683.0,-850,21,26,0.959,6939,266.9,147.6,6.06,0.22,5,6,11,3,111.0,663.0,-954,12,6,0.913,3674,612.3,204.1,6.03,0.0,5,9,14,9,-71.0,1588.0,-879,18,15,0.947,5514,367.6,167.1,6.04,0.04,16,6,12,18,186.0,1145.0,2496,41,27,1.107,7758,287.3,114.1,6.4,0.16,16,3,7,10,-3646.0,-459.0,-29,29,38,0.999,8479,223.1,126.6,6.27,0.42,4,2,7,3,-3810.0,-523.0,-1322,11,10,0.887,3906,390.6,186.0,6.31,0.0,14,4,7,13,-1238.0,-337.0,892,29,25,1.044,6721,268.8,124.5,6.29,0.22,13,4,5,11,-2338.0,-1851.0,-93,27,23,0.995,6876,299.0,137.5,6.38,0.04,14,3,1,8,-3567.0,-3094.0,-1136,24,8,0.938,6063,757.9,189.5,6.33,0.0,16,3,2,4,-3310.0,-2151.0,-622,26,29,0.974,8020,276.6,145.8,6.03,0.22
ゴーゴージャグラー3,1522,5,6,11,7,-1269.0,667.0,-279,11,9,0.971,3221,357.9,161.0,5.91,0.0,18,9,12,18,-1626.0,1096.0,1939,42,24,1.077,8383,349.3,127.0,6.23,0.05,12,2,5,4,-3651.0,-1079.0,-993,27,21,0.955,7372,351.0,153.6,6.44,0.0,9,1,8,11,-3980.0,-157.0,150,15,27,1.01,5024,186.1,119.6,6.02,0.79,3,2,5,9,-4566.0,-2086.0,-236,16,10,0.981,4126,412.6,158.7,6.11,0.0,3,4,5,13,-3709.0,-2486.0,-71,4,2,0.979,1149,574.5,191.5,5.47,0.0,3,5,4,4,-3288.0,-2501.0,-1779,14,9,0.876,4793,532.6,208.4,6.27,0.0,8,4,3,9,-1759.0,-2044.0,-636,21,16,0.962,5648,353.0,152.6,6.39,0.01,7,13,3,9,2295.0,-1844.0,-86,20,10,0.994,4723,472.3,157.4,6.19,0.0,10,14,5,1,3913.0,-1137.0,-1322,11,9,0.888,3920,435.6,196.0,6.17,0.0,10,16,11,6,5327.0,535.0,-436,24,21,0.978,6718,319.9,149.3,6.12,0.060000000000000005,16,17,12,12,6127.0,721.0,621,33,26,1.025,8173,314.3,138.5,6.01,0.16,13,16,17,14,6227.0,3518.0,350,33,20,1.015,7776,388.8,146.7,6.11,0.02,7,17,18,5,5169.0,4700.0,-250,22,15,0.985,5499,366.6,148.6,6.34,0.02,14,17,18,18,7658.0,5042.0,3418,41,34,1.143,7957,234.0,106.1,6.08,0.81,18,12,14,17,2918.0,1988.0,1532,41,28,1.06,8479,302.8,122.9,6.48,0.03,11,10,14,8,-136.0,1177.0,92,21,20,1.005,5737,286.8,139.9,6.0,0.28,8,11,10,12,93.0,377.0,364,23,21,1.022,5621,267.7,127.8,6.38,0.15,8,11,15,16,-371.0,2252.0,721,22,10,1.053,4536,453.6,141.8,6.09,0.0,10,1,7,2,-4189.0,209.0,-708,23,22,0.966,6948,315.8,154.4,6.02,0.09000000000000001
ゴーゴージャグラー3,1523,7,8,10,10,-776.0,585.0,-57,14,11,0.995,3829,348.1,153.2,5.88,0.0,15,6,15,17,-2384.0,2860.0,1207,31,8,1.069,5825,728.1,149.4,6.03,0.01,5,8,10,5,-1741.0,817.0,-565,26,14,0.971,6500,464.3,162.5,6.27,0.0,16,6,10,17,-2169.0,489.0,2218,42,20,1.099,7487,374.4,120.8,6.53,0.01,13,1,2,7,-4995.0,-3579.0,-836,31,22,0.966,8274,376.1,156.1,6.28,0.0,12,6,3,3,-1877.0,-4408.0,-893,14,14,0.935,4557,325.5,162.8,6.15,0.0,11,3,7,3,-3673.0,-1665.0,-1850,19,21,0.908,6689,318.5,167.2,6.3,0.01,6,8,9,2,-145.0,-808.0,-1665,13,16,0.89,5066,316.6,174.7,6.25,0.03,18,12,7,17,2284.0,249.0,1850,38,28,1.079,7831,279.7,118.7,6.35,0.17,7,6,12,2,-931.0,681.0,-993,9,9,0.895,3154,350.4,175.2,6.37,0.0,5,8,5,4,826.0,-1015.0,-608,18,14,0.962,5309,379.2,165.9,5.94,0.07,14,8,15,18,355.0,1271.0,2282,33,34,1.102,7459,219.4,111.3,5.98,0.85,18,3,9,1,-3249.0,-247.0,-2689,22,28,0.898,8780,313.6,175.6,6.08,0.01,9,5,11,16,-660.0,1077.0,1678,28,20,1.1,5591,279.6,116.5,6.22,0.32999999999999996,17,4,10,12,-2817.0,163.0,764,29,40,1.03,8526,213.2,123.6,5.91,0.85,6,3,2,2,-2674.0,-1680.0,-1365,10,10,0.884,3939,393.9,197.0,6.02,0.0,8,2,5,11,-2231.0,-1637.0,764,24,14,1.051,5018,358.4,132.1,6.31,0.05,6,7,3,4,-1131.0,-2501.0,-1079,11,10,0.904,3765,376.5,179.3,6.22,0.0,7,9,5,3,-488.0,-1901.0,-1322,13,8,0.898,4332,541.5,206.3,6.04,0.0,2,9,9,6,-374.0,328.0,-100,24,12,0.994,5662,471.8,157.3,6.2,0.01
ゴーゴージャグラー3,1524,6,12,8,9,268.0,-766.0,-108,16,7,0.99,3638,519.7,158.2,6.35,0.0,5,10,10,1,-689.0,-658.0,-1379,4,2,0.755,1877,938.5,312.8,6.79,0.0,15,15,11,11,1811.0,1199.0,721,29,32,1.032,7519,235.0,123.3,6.19,0.48,5,16,9,10,3629.0,42.0,0,14,11,1.0,3620,329.1,144.8,6.11,0.0,9,17,15,12,5847.0,1034.0,478,26,15,1.027,5886,392.4,143.6,6.12,0.04,4,18,12,10,6547.0,-509.0,-436,5,3,0.915,1719,573.0,214.9,5.68,0.0,7,18,13,16,6047.0,1048.0,992,26,16,1.061,5434,339.6,129.4,6.24,0.09000000000000001,7,17,13,6,5305.0,2595.0,-1065,17,15,0.93,5104,340.3,159.5,6.46,0.01,6,18,18,13,8331.0,5878.0,1121,24,14,1.082,4584,327.4,120.6,6.53,0.0,18,18,18,16,6560.0,5935.0,2539,38,38,1.099,8567,225.4,112.7,5.98,0.86,18,18,17,18,6110.0,2460.0,2218,38,28,1.09,8235,294.1,124.8,5.85,0.62,15,15,10,14,4442.0,492.0,1178,31,37,1.048,8114,219.3,119.3,6.05,0.75,2,15,13,8,2585.0,1275.0,-936,16,12,0.935,4812,401.0,171.9,6.17,0.0,12,16,14,10,4356.0,1561.0,250,27,16,1.013,6278,392.4,146.0,6.19,0.02,15,16,15,15,5681.0,3400.0,1961,33,37,1.08,8128,219.7,116.1,5.88,0.8900000000000001,2,14,15,5,3298.0,1989.0,-650,10,11,0.935,3333,303.0,158.7,6.17,0.0,9,14,15,16,2383.0,1960.0,2089,29,15,1.127,5485,365.7,124.7,5.8,0.43000000000000005,11,12,11,14,401.0,706.0,550,27,22,1.028,6571,298.7,134.1,6.12,0.18,5,10,13,11,-385.0,1731.0,-679,12,17,0.943,3973,233.7,137.0,6.54,0.0,15,13,13,10,1001.0,1988.0,835,31,29,1.036,7810,269.3,130.2,6.02,0.42000000000000004
ゴーゴージャグラー3,1525,14,9,15,6,-341.0,2375.0,-293,24,26,0.986,7054,271.3,141.1,6.07,0.24000000000000002,10,11,17,14,-527.0,3589.0,450,15,8,1.048,3148,393.5,136.9,6.22,0.0,17,7,12,17,-2085.0,1731.0,2218,40,24,1.089,8285,345.2,129.5,5.88,0.32,10,7,6,13,-1292.0,-1166.0,921,23,20,1.058,5315,265.8,123.6,6.13,0.38,1,6,1,3,-1906.0,-3637.0,-1408,4,7,0.798,2325,332.1,211.4,6.56,0.0,5,9,4,7,209.0,-2708.0,-679,4,5,0.879,1867,373.4,207.4,5.74,0.0,10,9,3,7,-748.0,-3137.0,-1550,19,15,0.914,6007,400.5,176.7,6.29,0.0,5,11,12,10,1623.0,1424.0,-479,17,13,0.967,4817,370.5,160.6,6.04,0.0,1,10,15,1,1909.0,2210.0,-1108,6,3,0.838,2277,759.0,253.0,6.24,0.0,15,10,16,17,1209.0,4025.0,3011,36,37,1.127,7885,213.1,108.0,5.85,0.9400000000000001,7,4,7,9,-2395.0,-622.0,307,21,28,1.017,5949,212.5,121.4,6.23,0.56,12,11,8,13,1667.0,-108.0,707,28,24,1.035,6804,283.5,130.8,6.12,0.24000000000000002,9,10,6,3,152.0,-1008.0,-1636,21,12,0.914,6339,528.2,192.1,6.19,0.0,17,15,3,12,3856.0,-1180.0,821,31,36,1.033,8176,227.1,122.0,6.16,0.57,4,10,1,8,1699.0,-2594.0,-193,11,14,0.98,3221,230.1,128.8,6.48,0.0,10,13,13,1,3099.0,1968.0,-1808,18,13,0.9,6043,464.8,194.9,6.12,0.0,2,15,16,5,3699.0,2968.0,-593,10,3,0.924,2596,865.3,199.7,6.33,0.0,17,17,18,18,5027.0,5629.0,4369,45,33,1.18,8102,245.5,103.9,5.94,0.8899999999999999,1,12,8,10,308.0,-76.0,-808,4,3,0.841,1694,564.7,242.0,6.09,0.0,12,8,12,15,-477.0,1939.0,2068,32,33,1.097,7109,215.4,109.4,6.17,0.74
